ï»¿(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B09J1TKBWB,B09J1TKBWB,"Klein Electronics K-Cord-M8 Headset Cable, Compatible with Motorola Wave TLK100 Series SL300 SL7550 SL4000 SL4010 SL500e and SL3500e Two Way Radios",4,1,0.00%,0.03%,4,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09J1TQWP2,B09J1TQWP2,"Klein Electronics Director-K4 2-Wire Acoustic Tube Earpiece and Microphone, Compatible with Kenwood NX-P500 NXP500 NXP-500 Two Way Radios",14,0,0.01%,0.00%,19,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09J1TV3JD,B09J1TV3JD,"Klein Electronics Flare-M8 Remote Shoulder Speaker Microphone, Compatible with Motorola Wave TLK100 Series SL300 SL7550 SL4000 SL4010 SL500e and SL3500e Two Way Radios",18,1,0.01%,0.03%,21,1,0.01%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09J1TWZ78,B09J1TWZ78,"Klein Electronics Vapor-M8 in-Line 1-Wire Earbud Earpiece and Microphone, Compatible with Motorola Wave TLK100 Series SL300 SL7550 SL4000 SL4010 SL500e and SL3500e Two Way Radios",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09J1VQTL2,B09J1VQTL2,"Klein Electronics Star-K4 in-Line 1-Wire Acoustic Tube Earpiece and Microphone, Compatible with Kenwood NX-P500 NXP500 NXP-500 Two Way Radios",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09KTBWXPL,B09KTBWXPL,Power Products EC1-BK3 Single Unit Desktop Charger for Bendix King BKR5000 Two Way Radios - Charges Li-Ion and LiPo Batteries,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09Y2G9982,B09Y2G9982,Pryme P-EMLR Flesh Colored Right Large Flexible Open Ear Insert Earmold for Acoustic Tube Earpieces,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09Y2KSL4R,B09Y2KSL4R,Pryme P-EMSR Flesh Colored Right Small Flexible Open Ear Insert Earmold for Acoustic Tube Earpieces,2,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09Y2LBK48,B09Y2LBK48,Pryme SPM-2305-BF Replacement 2-Wire Acoustic Tube Earpiece Lapel Microphone with Braided Fiber Cable for Quick Disconnect Adapters,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09YKTQWLJ,B09YKTQWLJ,Pryme PA-583 Quick Disconnect QD Replacement Adapter for Motorola APX Series Two Way Radios,12,1,0.01%,0.03%,22,1,0.01%,0.02%,52.63%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09YZ4PM81,B09YZ4PM81,Pryme RF-ADTH RF Adapter - Converts MX/J Radio Connector to SMA Female,15,1,0.01%,0.03%,17,1,0.01%,0.02%,81.25%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09Z4W35TS,B09Z4W35TS,Pryme PA-520 Quick Disconnect Adapter for (iDAS) Multipin Two Way Radios,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B1S1KVRL,B0B1S1KVRL,"Pryme LMC-1DR-M18 D-Ring Earpiece - Compatible with Motorola CLP1010e, CLP446e, CLPe Plus, CLP1080e, and CLP1083e Two Way Radios",1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B7ZCH62P,B0B7ZCH62P,PRYMEÂ® HLP-SNL-01 Lightweight Headset for Kenwood 2-Pin NX1200 NX1300 NC3220 NX3320 NX3420 NX-P1300 NX-P1302 Series,2,1,0.00%,0.03%,2,1,0.00%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B7ZX1CW8,B0B7ZX1CW8,Pryme HLP-SNL-05 Lightweight Headset for Pryme Quick Disconnect 6-Pin Hirose Style Adapters,6,2,0.00%,0.05%,6,2,0.00%,0.04%,33.33%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B7ZXWK1F,B0B7ZXWK1F,Pryme HLP-SNL-03 Lightweight Headset for Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B813HJCM,B0B813HJCM,Pryme PA-537 Quick Disconnect Adapter for Harris XG15 XG25 XL45P XG75 XL95P Series,5,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B813SB79,B0B813SB79,PRYMEÂ® HLP-SNL-22s Lightweight Headset for Motorola Vertex VX261 VX264 EVX261 EVX264 VX231 VX351,2,0,0.00%,0.00%,4,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81488Q6,B0B81488Q6,PRYMEÂ® HLP-SNL-11 Lightweight Headset for Kenwood Multi-Pin NX200 NX300 NX305 NX3300 NX410 NX5200 NX5300 NX5400 Series,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B814KT3K,B0B814KT3K,Pryme PA-500-H3 Quick Disconnect Adapter for Hytera HYT 2-Pin with Mounting Screw BD502i BD552i BD612i PD402i PD482i PD502i PD562i TC508,4,1,0.00%,0.03%,4,1,0.00%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B818P56T,B0B818P56T,PRYMEÂ® HLP-SNL-83 Lightweight Headset for Motorola XPR7350 XPR7380 XPR7550 XPR7580 APX900 APX1000 APX3000 APX4000 APX6000 APX7000 APX8000,2,1,0.00%,0.03%,2,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81GFG98,B0B81GFG98,PRYMEÂ® HLP-SNL-47 Lightweight Headset for Harris XG-100P XL-150P XL-185P XL-200P Series,4,0,0.00%,0.00%,9,0,0.01%,0.00%,71.43%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81H1MZP,B0B81H1MZP,Pryme HLP-SNL-37 Lightweight Headset for Harris XG15 XG25 XL45P XG75 XL95P Series,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81HLLFB,B0B81HLLFB,Pryme HLP-SNL-33 Lightweight Headset for Motorola HT750 HT1250 HT1550 MTX8250 MTX8250LS MTX850 MTX9250 MTX950,2,1,0.00%,0.03%,4,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81HTQPY,B0B81HTQPY,PRYMEÂ® HLP-SNL-43 Lightweight Headset for Motorola EX500 EX560XLS EX600 PRO5150elite,3,0,0.00%,0.00%,3,0,0.00%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81J297J,B0B81J297J,Pryme PA-547 Quick Disconnect Adapter for XG-100P XL-150P XL-185P XL-200P Series,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81J8ZVV,B0B81J8ZVV,PRYMEÂ® HLP-SNL-10 Lightweight Headset for Icom F3061 F4061 F3161 F4161 M88 F50 F60 F70 F80,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81LC7FH,B0B81LC7FH,Pryme HLP-SNL-30s Lightweight Headset for Icom F3001 F4001 F3011 F4011 F3021 F4021 F3021S F4021S,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B81NNSMM,B0B81NNSMM,Pryme PA-500-H8 Quick Disconnect Adapter for Hytera HYT PD602i PD662i PD682i X1E X1P X1PI Harris HDP250,5,2,0.00%,0.05%,5,2,0.00%,0.04%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B834CVCJ,B0B834CVCJ,PRYMEÂ® HLP-SNL-47QD Quick Disconnect Lightweight Headset for XG-100P XL-150P XL-185P XL-200P Series,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B8359F2Y,B0B8359F2Y,PRYMEÂ® HLP-SNL-01QD Quick Disconnect Lightweight Headset for Kenwood 2-Pin NX1200 NX1300 NC3220 NX3320 NX3420 NX-P1300 NX-P1302 Series,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B835TXN9,B0B835TXN9,PRYMEÂ® HLP-SNL-03QD Quick Disconnect Lightweight Headset for Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B83TKYBR,B0B83TKYBR,PRYMEÂ® SPM-1400-H7 Tactical Headset with Boom Mic for Hytera HYT TC320 TC-320 Series,2,1,0.00%,0.03%,2,1,0.00%,0.02%,50.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B83YQCR2,B0B83YQCR2,Pryme SPM-1401 Tactical Headset with Boom Mic for Kenwood 2-Pin NX1200 NX1300 NC3220 NX3320 NX3420 NX-P1300 NX-P1302 Series,1,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B83Z7JG3,B0B83Z7JG3,PRYMEÂ® SPM-1430 Tactical Headset with Boom Mic for Icom IP-100H F3001 F4001 F3011 F4011 F3021 F4021 F3021S F4021S,3,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B83ZFPSJ,B0B83ZFPSJ,Pryme SPM-1455 Tactical Headset with Boom Mic for Hytera PD702 PD752 PD782 PD792 PT580H PD982 PD985,7,0,0.01%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B841DP49,B0B841DP49,Pryme SPM-1400-H8 Tactical Headset with Boom Mic for Hytera HYT PD602i PD662i PD682i X1E X1P X1PI Harris HDP250,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B845T4ZH,B0B845T4ZH,Pryme SPM-1423 Tactical Headset with Boom Mic for Motorola XTS1500 XTS2000 XTS2250X TS2500 XTS3000 XTS3500 XTS4250 XTS5000,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B845TX7D,B0B845TX7D,PRYMEÂ® SPM-1483 Tactical Headset with Boom Mic for Motorola XPR7350 XPR7380 XPR7550 XPR7580 APX900 APX1000 APX3000 APX4000 APX6000 APX7000 APX8000,8,0,0.01%,0.00%,10,0,0.01%,0.00%,10.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B848NLTB,B0B848NLTB,PRYMEÂ® SPM-1443 Tactical Headset with Boom Mic for Motorola EX500 EX560XLS EX600 PRO5150elite,4,0,0.00%,0.00%,5,0,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B848RPKW,B0B848RPKW,Pryme SPM-1400-H9 Tactical Headset with Boom Mic for Hytera PD3 PD352 PD362 PD362i PD372 BD302 BD302i PNC730,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B848YVSD,B0B848YVSD,Pryme SPM-1403 Tactical Headset with Boom Mic for Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series,4,1,0.00%,0.03%,4,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B849HLGX,B0B849HLGX,Pryme SPM-1405 Tactical Headset with Quick Disconnect for Pryme Quick Disconnect 6-Pin Hirose Style Adapters,10,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B84BV4TM,B0B84BV4TM,Pryme SPM-1437 Tactical Headset with Boom Mic for Harris XG15 XG25 XL45P XG75 XL95P Series,5,1,0.00%,0.03%,6,1,0.00%,0.02%,83.33%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B84DWMK7,B0B84DWMK7,Pryme SPM-1427 Tactical Headset with Boom Mic for Harris Jaguar 700P P5100 P5200 P7100 P7200 SPD2000,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B86RHY79,B0B86RHY79,"PRYMEÂ® SNP-1W-03-BF 1-Wire Snap Swivel Earloop Earpiece for Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series, Includes Dual-Switch Technology (DST)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B86RV3ZT,B0B86RV3ZT,"PRYMEÂ® SNP-1W-42-BF 1-Wire Snap Swivel Earloop Earpiece for Motorola Vertex EVX-S24 VX-120 VX-127 VX-170 VX-177 VX-6R VX-7R, Includes Dual-Switch Technology (DST)",2,1,0.00%,0.03%,2,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B86SQ2YL,B0B86SQ2YL,"PRYMEÂ® SNP-1W-H9-BF 1-Wire Snap Swivel Earloop Earpiece for Hytera PD3 PD352 PD362 PD362i PD372 BD302 BD302i PNC730, Includes Dual-Switch Technology (DST)",4,1,0.00%,0.03%,4,1,0.00%,0.02%,75.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDT97TTV,B0BDT97TTV,"Pryme MC-1537 Replacement Cable for SPM-1500 and T-Series, Compatible with Harris XG15 XG25 XL45P XG75 XL95P Series",8,3,0.01%,0.08%,14,6,0.01%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDT9L2YH,B0BDT9L2YH,"Pryme MC-1500-M11 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola XPR3300 XPR3500 XPR3300e XPR3500e",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDT9PRWL,B0BDT9PRWL,"Pryme MC-1500-T8 Replacement Cable for SPM-1500 and T-Series, Compatible with Tait TP3300 TP7100 TP8100 TP9300 TP9400 TP9500 Series",4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTB2Z41,B0BDTB2Z41,"Pryme MC-1527 Replacement Cable for SPM-1500 and T-Series, Compatible with Harris Jaguar 700P P5100 P5200 P7100 P7200 SPD2000",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTBT3RR,B0BDTBT3RR,"Pryme MC-1503 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTC58BZ,B0BDTC58BZ,"Pryme MC-1533 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola HT750 HT1250 HT1550 MTX8250 MTX8250LS MTX850 MTX9250 MTX950",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTC9LZS,B0BDTC9LZS,"Pryme MC-1522S Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola Vertex VX261 VX264 EVX261 EVX264 VX231 VX351",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTCRDHP,B0BDTCRDHP,"Pryme MC-1500-M8 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola SL300 SL500 SL3500 SL7550 SL7580 SL7590 SL8550 Wave TLK100",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTD292Z,B0BDTD292Z,"Pryme MC-1583 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola XPR7350 XPR7380 XPR7550 XPR7580 APX900 APX1000 APX3000 APX4000 APX6000 APX7000 APX8000",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTD415F,B0BDTD415F,"Pryme MC-1543 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola EX500 EX560XLS EX600 PRO5150elite",15,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTDBYMN,B0BDTDBYMN,"Pryme MC-1542 Replacement Cable for SPM-1500 and T-Series, Compatible with Motorola Vertex EVX-S24 VX-120 VX-127 VX-170 VX-177 VX-6R VX-7R",7,0,0.01%,0.00%,11,0,0.01%,0.00%,77.78%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTDCGSB,B0BDTDCGSB,"Pryme MC-1511 Replacement Cable for SPM-1500 and T-Series, Compatible with Kenwood Multi-Pin NX200 NX300 NX305 NX3300 NX410 NX5200 NX5300 NX5400 Series",7,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTDLZBL,B0BDTDLZBL,"Pryme MC-1547 Replacement Cable for SPM-1500 and T-Series, Compatible with XG-100P XL-150P XL-185P XL-200P Series",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTDZ89W,B0BDTDZ89W,"Pryme MC-1510 Replacement Cable for SPM-1500 and T-Series, Compatible with Icom F3061 F4061 F3161 F4161 M88 F50 F60 F70 F80",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTFVNPJ,B0BDTFVNPJ,"Pryme MC-1500-H8 Replacement Cable for SPM-1500 and T-Series, Compatible with Hytera HYT PD602i PD662i PD682i X1E X1P X1PI Harris HDP250",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTGCHQJ,B0BDTGCHQJ,"Pryme MC-1520 Replacement Cable for SPM-1500 and T-Series, Compatible with Icom F3400D F4400D F3261 F4261 F9011 F9021",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTGJLXK,B0BDTGJLXK,"Pryme MC-1505 Replacement Cable for SPM-1500 and T-Series, Compatible with Pryme Quick Disconnect 6-Pin Hirose Style Adapters",4,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTHTQ21,B0BDTHTQ21,"Pryme MC-2130 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Icom IP-100H F3001 F4001 F3011 F4011 F3021 F4021 F3021S F4021S",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTJMG97,B0BDTJMG97,"Pryme MC-2105 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Pryme Quick Disconnect 6-Pin Hirose Style Adapters",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTJNGQ1,B0BDTJNGQ1,"Pryme MC-2183 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola XPR7350 XPR7380 XPR7550 XPR7580 APX900 APX1000 APX3000 APX4000 APX6000 APX7000 APX8000",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTJNW1R,B0BDTJNW1R,"Pryme MC-2147 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with XG-100P XL-150P XL-185P XL-200P Series",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTKGMQ4,B0BDTKGMQ4,"Pryme MC-2100-M11 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola XPR3300 XPR3500 XPR3300e XPR3500e",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTL1788,B0BDTL1788,"Pryme MC-2100-M8 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola SL300 SL500 SL3500 SL7550 SL7580 SL7590 SL8550 Wave TLK100",2,1,0.00%,0.03%,2,1,0.00%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTLP721,B0BDTLP721,"PRYMEÂ® MC-2142 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola Vertex EVX-S24 VX-120 VX-127 VX-170 VX-177 VX-6R VX-7R",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTLYRPV,B0BDTLYRPV,"Pryme MC-2127 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Harris Jaguar 700P P5100 P5200 P7100 P7200 SPD2000",1,1,0.00%,0.03%,1,1,0.00%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTM4Y8R,B0BDTM4Y8R,"Pryme MC-2143 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola EX500 EX560XLS EX600 PRO5150elite",2,1,0.00%,0.03%,9,1,0.01%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTM5QV7,B0BDTM5QV7,"Pryme MC-2130s Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Icom F3001 F4001 F3011 F4011 F3021 F4021 F3021S F4021S",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTMC5GJ,B0BDTMC5GJ,"Pryme MC-2123 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola XTS1500 XTS2000 XTS2250X TS2500 XTS3000 XTS3500 XTS4250 XTS5000",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTMKN9H,B0BDTMKN9H,"Pryme MC-2133 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola HT750 HT1250 HT1550 MTX8250 MTX8250LS MTX850 MTX9250 MTX950",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTNM1LC,B0BDTNM1LC,"Pryme MC-2120 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Icom F3400D F4400D F3261 F4261 F9011 F9021",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTNQGNP,B0BDTNQGNP,"Pryme MC-2103 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Motorola 2-Pin CP100D CP200D BPR40 CLS DTR DLR Series",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTNWDF4,B0BDTNWDF4,"Pryme MC-2137 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Harris XG15 XG25 XL45P XG75 XL95P Series",2,0,0.00%,0.00%,3,0,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BDTNWKP6,B0BDTNWKP6,"Pryme MC-2100-T8 Replacement Cable for Trooper SPM-2100 Series Speaker Mic, Compatible with Tait TP3300 TP7100 TP8100 TP9300 TP9400 TP9500 Series",2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR6672V2,B0BR6672V2,SHEEPDOG MICROPHONES Heavy Duty Speaker Mic for Kenwood NX and TK Series Radios,28,0,0.02%,0.00%,32,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR66PLCH,B0BR66PLCH,SHEEPDOG MICROPHONES Noise-Cancelling QD Mic for Harris Jaguar 700P P5100 P7100 P7200,18,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR66SBXQ,B0BR66SBXQ,SHEEPDOG MICROPHONES Quick Disconnect Speaker Mic for Harris MACOM Jaguar 700P P5100 P7100 P7200 Series,39,0,0.03%,0.00%,48,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR66TFST,B0BR66TFST,SHEEPDOG MICROPHONES Quick Disconnect Speaker Mic for Harris XG15 XG25 XG75 XL45P XL95P,13,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR671W6J,B0BR671W6J,SHEEPDOG MICROPHONES Quick Disconnect Speaker Mic for Motorola XTS2500 XTS3000 XTS5000 Series Radios,38,3,0.03%,0.08%,44,3,0.03%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BR67DPCK,B0BR67DPCK,SHEEPDOG MICROPHONES Noise-Cancelling Quick Disconnect Speaker Microphone for Motorola XTS2500 XTS3000 XTS5000,34,1,0.03%,0.03%,41,1,0.02%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
